"","ST","STATE","OCC_CODE","FIRST_TOT_EMP","FIRST_YEAR","LAST_TOT_EMP","LAST_YEAR","percent_change_emp","OCC_TITLE"
"39420","WA","Washington","43-9011",4960,1999,790,2015,-84.07,"Computer operators"
"39421","WA","Washington","43-9021",7810,1999,2680,2015,-65.69,"Data entry keyers"
"39422","WA","Washington","43-9022",3330,1999,500,2015,-84.98,"Word processors and typists"
"39423","WA","Washington","43-9031",1060,1999,210,2015,-80.19,"Desktop publishers"
"39424","WA","Washington","43-9041",5600,1999,5380,2015,-3.93,"Insurance claims and policy processing clerks"
"39425","WA","Washington","43-9051",4200,1999,910,2015,-78.33,"Mail clerks and mail machine operators, except postal service"
"39426","WA","Washington","43-9061",45330,1999,52650,2015,16.15,"Office clerks, general"
"39427","WA","Washington","43-9071",2020,1999,950,2015,-52.97,"Office machine operators, except computer"
"39428","WA","Washington","43-9081",840,1999,360,2015,-57.14,"Proofreaders and copy markers"
"39429","WA","Washington","43-9111",600,1999,610,2015,1.67,"Statistical assistants"
"39430","WA","Washington","43-9199",9740,2004,6730,2015,-30.9,"Office and administrative support workers, all other"
"39431","WA","Washington","43-9799",8630,2010,7660,2011,-11.24,"Office and administrative support workers, all other*"
"39432","WA","Washington","45-0000",16390,1999,19170,2015,16.96,"Farming, fishing, and forestry occupations"
"39433","WA","Washington","45-1011",970,1999,800,2015,-17.53,"First-line supervisors/managers of farming, fishing, and forestry workers"
"39434","WA","Washington","45-1012",140,2001,40,2008,-71.43,"Farm labor contractors"
"39435","WA","Washington","45-2011",780,1999,340,2015,-56.41,"Agricultural inspectors"
"39436","WA","Washington","45-2021",30,2003,50,2014,66.67,"Animal breeders"
"39437","WA","Washington","45-2041",6950,1999,2640,2015,-62.01,"Graders and sorters, agricultural products"
"39438","WA","Washington","45-2091",330,1999,730,2015,121.21,"Agricultural equipment operators"
"39439","WA","Washington","45-2092",2680,1999,10160,2015,279.1,"Farmworkers and laborers, crop, nursery, and greenhouse"
"39440","WA","Washington","45-2093",530,1999,960,2015,81.13,"Farmworkers, farm and ranch animals"
"39441","WA","Washington","45-2099",780,2004,110,2015,-85.9,"Agricultural workers, all other"
"39442","WA","Washington","45-3011",110,2006,100,2014,-9.09,"Fishers and related fishing workers"
"39443","WA","Washington","45-4011",150,2000,550,2015,266.67,"Forest and conservation workers"
"39444","WA","Washington","45-4021",570,1999,470,2015,-17.54,"Fallers"
"39445","WA","Washington","45-4022",2140,1999,1790,2015,-16.36,"Logging equipment operators"
"39446","WA","Washington","45-4023",290,1999,210,2015,-27.59,"Log graders and scalers"
"39447","WA","Washington","45-4029",910,2004,320,2015,-64.84,"Logging workers, all other"
"39448","WA","Washington","47-0000",131900,1999,133380,2015,1.12,"Construction and extraction occupations"
"39449","WA","Washington","47-1011",10340,1999,11400,2015,10.25,"First-line supervisors/managers of construction trades and extraction workers"
"39450","WA","Washington","47-2011",350,1999,320,2015,-8.57,"Boilermakers"
"39451","WA","Washington","47-2021",430,1999,810,2015,88.37,"Brickmasons and blockmasons"
"39452","WA","Washington","47-2022",700,2003,370,2015,-47.14,"Stonemasons"
"39453","WA","Washington","47-2031",24340,1999,22360,2015,-8.13,"Carpenters"
"39454","WA","Washington","47-2041",240,1999,590,2015,145.83,"Carpet installers"
"39455","WA","Washington","47-2042",190,1999,290,2015,52.63,"Floor layers, except carpet, wood, and hard tiles"
"39456","WA","Washington","47-2043",230,2000,340,2015,47.83,"Floor sanders and finishers"
"39457","WA","Washington","47-2044",1210,1999,950,2015,-21.49,"Tile and marble setters"
"39458","WA","Washington","47-2051",1980,1999,3330,2015,68.18,"Cement masons and concrete finishers"
"39459","WA","Washington","47-2053",60,2000,40,2001,-33.33,"Terrazzo workers and finishers"
"39460","WA","Washington","47-2061",16060,1999,20250,2015,26.09,"Construction laborers"
"39461","WA","Washington","47-2071",790,1999,600,2015,-24.05,"Paving, surfacing, and tamping equipment operators"
"39462","WA","Washington","47-2072",260,2002,90,2015,-65.38,"Pile-driver operators"
"39463","WA","Washington","47-2073",7370,1999,7060,2015,-4.21,"Operating engineers and other construction equipment operators"
"39464","WA","Washington","47-2081",3770,1999,3160,2015,-16.18,"Drywall and ceiling tile installers"
"39465","WA","Washington","47-2082",1950,1999,1920,2015,-1.54,"Tapers"
"39466","WA","Washington","47-2111",11790,1999,14390,2015,22.05,"Electricians"
"39467","WA","Washington","47-2121",2190,1999,1420,2015,-35.16,"Glaziers"
"39468","WA","Washington","47-2130",1380,1999,1210,2003,-12.32,"Insulation workers"
"39469","WA","Washington","47-2131",1370,2004,1030,2015,-24.82,"Insulation workers, floor, ceiling, and wall"
"39470","WA","Washington","47-2132",80,2004,630,2015,687.5,"Insulation workers, mechanical"
"39471","WA","Washington","47-2141",7180,1999,8550,2015,19.08,"Painters, construction and maintenance"
"39472","WA","Washington","47-2142",160,2000,50,2015,-68.75,"Paperhangers"
"39473","WA","Washington","47-2151",1680,1999,1250,2015,-25.6,"Pipelayers"
"39474","WA","Washington","47-2152",8660,1999,9470,2015,9.35,"Plumbers, pipefitters, and steamfitters"
"39475","WA","Washington","47-2161",930,1999,500,2015,-46.24,"Plasterers and stucco masons"
"39476","WA","Washington","47-2171",210,2000,790,2015,276.19,"Reinforcing iron and rebar workers"
"39477","WA","Washington","47-2181",3400,1999,3710,2015,9.12,"Roofers"
"39478","WA","Washington","47-2211",6450,1999,3630,2015,-43.72,"Sheet metal workers"
"39479","WA","Washington","47-2221",860,1999,1420,2015,65.12,"Structural iron and steel workers"
"39480","WA","Washington","47-3011",930,1999,360,2015,-61.29,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters"
"39481","WA","Washington","47-3012",2320,1999,930,2015,-59.91,"Helpers--carpenters"
"39482","WA","Washington","47-3013",1340,1999,590,2015,-55.97,"Helpers--electricians"
"39483","WA","Washington","47-3014",1030,1999,320,2015,-68.93,"Helpers--painters, paperhangers, plasterers, and stucco masons"
"39484","WA","Washington","47-3015",810,1999,740,2015,-8.64,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters"
"39485","WA","Washington","47-3016",550,2000,170,2015,-69.09,"Helpers--roofers"
"39486","WA","Washington","47-3019",1470,2004,80,2015,-94.56,"Helpers, construction trades, all other"
"39487","WA","Washington","47-4011",1990,1999,2380,2015,19.6,"Construction and building inspectors"
"39488","WA","Washington","47-4021",400,2002,130,2015,-67.5,"Elevator installers and repairers"
"39489","WA","Washington","47-4031",430,2000,600,2015,39.53,"Fence erectors"
"39490","WA","Washington","47-4041",1690,1999,1150,2015,-31.95,"Hazardous materials removal workers"
"39491","WA","Washington","47-4051",2340,1999,2350,2015,0.43,"Highway maintenance workers"
"39492","WA","Washington","47-4061",170,2000,160,2015,-5.88,"Rail-track laying and maintenance equipment operators"
"39493","WA","Washington","47-4071",470,2000,620,2015,31.91,"Septic tank servicers and sewer pipe cleaners"
"39494","WA","Washington","47-4099",870,2004,850,2015,-2.3,"Construction and related workers, all other"
"39495","WA","Washington","47-4799",910,2010,1000,2011,9.89,"Construction and related workers, all other*"
"39496","WA","Washington","47-5012",60,2007,30,2015,-50,"Rotary drill operators, oil and gas"
"39497","WA","Washington","47-5021",190,1999,350,2015,84.21,"Earth drillers, except oil and gas"
"39498","WA","Washington","47-5031",30,1999,90,2012,200,"Explosives workers, ordnance handling experts, and blasters"
"39499","WA","Washington","47-5041",70,2000,90,2015,28.57,"Continuous mining machine operators"
"39500","WA","Washington","47-5042",50,2008,40,2012,-20,"Mine cutting and channeling machine operators"
"39501","WA","Washington","47-5049",160,2009,50,2012,-68.75,"Mining machine operators, all other"
"39502","WA","Washington","47-5051",30,2000,220,2015,633.33,"Rock splitters, quarry"
"39503","WA","Washington","47-5071",40,2014,50,2015,25,"Roustabouts, oil and gas"
"39504","WA","Washington","47-5081",200,1999,50,2015,-75,"Helpers--extraction workers"
"39505","WA","Washington","47-5099",50,2004,40,2013,-20,"Extraction workers, all other"
"39506","WA","Washington","49-0000",115680,1999,115660,2015,-0.02,"Installation, maintenance, and repair occupations"
"39507","WA","Washington","49-1011",9200,1999,10040,2015,9.13,"First-line supervisors/managers of mechanics, installers, and repairers"
"39508","WA","Washington","49-2011",2580,1999,1890,2015,-26.74,"Computer, automated teller, and office machine repairers"
"39509","WA","Washington","49-2021",180,1999,580,2015,222.22,"Radio mechanics"
"39510","WA","Washington","49-2022",5190,1999,4740,2015,-8.67,"Telecommunications equipment installers and repairers, except line installers"
"39511","WA","Washington","49-2091",1870,2000,1390,2015,-25.67,"Avionics technicians"
"39512","WA","Washington","49-2092",740,1999,440,2015,-40.54,"Electric motor, power tool, and related repairers"
"39513","WA","Washington","49-2093",140,1999,390,2015,178.57,"Electrical and electronics installers and repairers, transportation equipment"
"39514","WA","Washington","49-2094",1660,1999,1660,2015,0,"Electrical and electronics repairers, commercial and industrial equipment"
"39515","WA","Washington","49-2095",280,1999,240,2015,-14.29,"Electrical and electronics repairers, powerhouse, substation, and relay"
"39516","WA","Washington","49-2096",660,1999,160,2015,-75.76,"Electronic equipment installers and repairers, motor vehicles"
"39517","WA","Washington","49-2097",300,1999,350,2015,16.67,"Electronic home entertainment equipment installers and repairers"
"39518","WA","Washington","49-2098",1450,2000,880,2015,-39.31,"Security and fire alarm systems installers"
"39519","WA","Washington","49-3011",4250,1999,4550,2015,7.06,"Aircraft mechanics and service technicians"
"39520","WA","Washington","49-3021",1320,1999,2240,2015,69.7,"Automotive body and related repairers"
"39521","WA","Washington","49-3022",320,2000,790,2015,146.88,"Automotive glass installers and repairers"
"39522","WA","Washington","49-3023",15820,1999,12080,2015,-23.64,"Automotive service technicians and mechanics"
"39523","WA","Washington","49-3031",7370,1999,5210,2015,-29.31,"Bus and truck mechanics and diesel engine specialists"
"39524","WA","Washington","49-3041",1070,1999,820,2015,-23.36,"Farm equipment mechanics"
"39525","WA","Washington","49-3042",2670,1999,3040,2015,13.86,"Mobile heavy equipment mechanics, except engines"
"39526","WA","Washington","49-3043",150,2000,340,2015,126.67,"Rail car repairers"
"39527","WA","Washington","49-3051",460,1999,660,2015,43.48,"Motorboat mechanics"
"39528","WA","Washington","49-3052",410,1999,290,2015,-29.27,"Motorcycle mechanics"
"39529","WA","Washington","49-3053",630,1999,410,2015,-34.92,"Outdoor power equipment and other small engine mechanics"
"39530","WA","Washington","49-3091",130,1999,210,2015,61.54,"Bicycle repairers"
"39531","WA","Washington","49-3092",630,2000,570,2015,-9.52,"Recreational vehicle service technicians"
"39532","WA","Washington","49-3093",1880,1999,3250,2015,72.87,"Tire repairers and changers"
"39533","WA","Washington","49-9011",440,2001,480,2015,9.09,"Mechanical door repairers"
"39534","WA","Washington","49-9012",830,1999,480,2015,-42.17,"Control and valve installers and repairers, except mechanical door"
"39535","WA","Washington","49-9021",3240,1999,4330,2015,33.64,"Heating, air conditioning, and refrigeration mechanics and installers"
"39536","WA","Washington","49-9031",1090,1999,900,2015,-17.43,"Home appliance repairers"
"39537","WA","Washington","49-9041",2340,1999,6010,2015,156.84,"Industrial machinery mechanics"
"39538","WA","Washington","49-9042",23130,1999,22560,2009,-2.46,"Maintenance and repair workers, general"
"39539","WA","Washington","49-9043",1310,1999,1630,2015,24.43,"Maintenance workers, machinery"
"39540","WA","Washington","49-9044",1210,1999,1420,2015,17.36,"Millwrights"
"39541","WA","Washington","49-9045",120,2000,80,2013,-33.33,"Refractory materials repairers, except brickmasons"
"39542","WA","Washington","49-9051",2390,1999,1860,2015,-22.18,"Electrical power-line installers and repairers"
"39543","WA","Washington","49-9052",5250,1999,1320,2015,-74.86,"Telecommunications line installers and repairers"
"39544","WA","Washington","49-9061",30,2001,40,2011,33.33,"Camera and photographic equipment repairers"
"39545","WA","Washington","49-9062",250,1999,980,2015,292,"Medical equipment repairers"
"39546","WA","Washington","49-9063",70,2000,210,2015,200,"Musical instrument repairers and tuners"
"39547","WA","Washington","49-9064",30,1999,40,2011,33.33,"Watch repairers"
"39548","WA","Washington","49-9069",210,2004,320,2015,52.38,"Precision instrument and equipment repairers, all other"
"39549","WA","Washington","49-9071",22640,2010,31050,2015,37.15,"Maintenance and repair workers, general"
"39550","WA","Washington","49-9081",30,2012,120,2015,300,"Wind turbine service technicians"
"39551","WA","Washington","49-9091",440,1999,710,2015,61.36,"Coin, vending, and amusement machine servicers and repairers"
"39552","WA","Washington","49-9092",50,2004,150,2015,200,"Commercial divers"
"39553","WA","Washington","49-9093",60,2000,60,2005,0,"Fabric menders, except garment"
"39554","WA","Washington","49-9094",330,1999,320,2015,-3.03,"Locksmiths and safe repairers"
"39555","WA","Washington","49-9095",450,2000,70,2015,-84.44,"Manufactured building and mobile home installers"
"39556","WA","Washington","49-9096",940,1999,930,2015,-1.06,"Riggers"
"39557","WA","Washington","49-9097",50,2000,110,2015,120,"Signal and track switch repairers"
"39558","WA","Washington","49-9098",3520,1999,1930,2015,-45.17,"Helpers--installation, maintenance, and repair workers"
"39559","WA","Washington","49-9099",4060,2004,3070,2015,-24.38,"Installation, maintenance, and repair workers, all other"
"39560","WA","Washington","49-9799",3300,2010,3160,2011,-4.24,"Installation, maintenance, and repair workers, all other*"
"39561","WA","Washington","51-0000",186480,1999,178770,2015,-4.13,"Production occupations"
"39562","WA","Washington","51-1011",12910,1999,12810,2015,-0.77,"First-line supervisors/managers of production and operating workers"
"39563","WA","Washington","51-2011",4600,2000,14310,2013,211.09,"Aircraft structure, surfaces, rigging, and systems assemblers"
"39564","WA","Washington","51-2021",110,1999,130,2015,18.18,"Coil winders, tapers, and finishers"
"39565","WA","Washington","51-2022",9990,1999,4600,2015,-53.95,"Electrical and electronic equipment assemblers"
"39566","WA","Washington","51-2023",490,2000,730,2015,48.98,"Electromechanical equipment assemblers"
"39567","WA","Washington","51-2031",910,1999,560,2015,-38.46,"Engine and other machine assemblers"
"39568","WA","Washington","51-2041",1530,1999,1990,2015,30.07,"Structural metal fabricators and fitters"
"39569","WA","Washington","51-2091",1150,1999,800,2015,-30.43,"Fiberglass laminators and fabricators"
"39570","WA","Washington","51-2092",14170,1999,13050,2015,-7.9,"Team assemblers"
"39571","WA","Washington","51-2093",80,2000,60,2002,-25,"Timing device assemblers, adjusters, and calibrators"
